,ind,name,review,lda,lda-result-cosine,lda-result-euclide
862,27376.0,스와이프 벽돌 깨기, 굿이다 굿 잡스 베이베 킵 고잉 뭔지 알지 유 노우 아이엠 스와이프 쓰 베이베 리뷰 남기기 싫음,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
863,27377.0,스와이프 벽돌 깨기, 와이파이 없이 차 안에서 할 수 있으니 재미나요^^~,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
864,27378.0,스와이프 벽돌 깨기," 이야.... 오랜만에 보는 갓 게임이네요 bb Hello, I am the korean user of this game, sansfriskchara3333. I've never seen game like this!!! This is awesome!!","[0.108115, 0.15116182, 0.1467236, 0.12124526, 0.19587842, 0.1619476, 0.1149283]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
865,27379.0,스와이프 벽돌 깨기, 재미있고 중독성 있는 게임.. 마지막 볼 되돌리기 기능이나 마지막 판 저장 기능이 있었으면 별 여섯 개인데....,"[0.108739235, 0.15027061, 0.14652853, 0.10169158, 0.19507536, 0.16206425, 0.13563043]","('Bubble Shooter',)","('Bubble Shooter',)"
866,27380.0,스와이프 벽돌 깨기, Nge Cdgjgjmdj 잘 하고 있어요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Cluedo',)","('Cluedo',)"
867,27381.0,스와이프 벽돌 깨기, 처음으로 남긴 리뷰 중독성 쩔음 점수 깨려고 계속함 ㅋㅋ😈😈,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
868,27382.0,스와이프 벽돌 깨기, 조금 업데이트해주세요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
869,28068.0,스트리트 레이싱 3D, ㅎㅎ잼따,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
870,28069.0,스트리트 레이싱 3D, 좋아,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
871,28070.0,스트리트 레이싱 3D, 굿,"[0.1020723, 0.14263366, 0.15756342, 0.15158643, 0.18482088, 0.15283932, 0.108484015]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
872,28071.0,스트리트 레이싱 3D, 🐕,"[0.15800878, 0.1386494, 0.1544536, 0.09452289, 0.19804125, 0.1495316, 0.10679248]","('Angry Birds Rio',)","('Angry Birds Rio',)"
873,28072.0,스트리트 레이싱 3D, 좋아,"[0.10391309, 0.18415236, 0.14102104, 0.097099036, 0.20769963, 0.15565333, 0.110461526]","('Bloons TD 5',)","('Bloons TD 5',)"
874,28073.0,스트리트 레이싱 3D, 다 좋은데 맵을 늘려주세요,"[0.15753137, 0.11141888, 0.164497, 0.07008498, 0.2587059, 0.14696847, 0.09079341]","('Color Road',)","('Color Road',)"
875,28074.0,스트리트 레이싱 3D, 꿀 잼,"[0.12513041, 0.15169905, 0.15346265, 0.13593441, 0.17699815, 0.14945894, 0.10731636]","('Age of Civilizations II',)","('Age of Civilizations II',)"
876,28075.0,스트리트 레이싱 3D, 굿 잼,"[0.10186765, 0.13844527, 0.13533066, 0.11316234, 0.19785906, 0.16836263, 0.1449724]","('Block Puzzle',)","('Block Puzzle',)"
877,28076.0,스트리트 레이싱 3D, 꿀 잼,"[0.09839933, 0.13752452, 0.149896, 0.09190157, 0.23354238, 0.165755, 0.12298119]","('Block Puzzle',)","('Block Puzzle',)"
878,28077.0,스트리트 레이싱 3D, 재미있는 것은 같아요,"[0.12334784, 0.14528808, 0.14102283, 0.09710064, 0.18826704, 0.17507643, 0.12989715]","('Bubble Shooter',)","('Bubble Shooter',)"
879,28294.0,토킹톰 골드런, 제가 미션 30번째까지 완료했더니 다이아몬드 금고가 열렸어요.,"[0.1233447, 0.14528775, 0.16044942, 0.097100265, 0.20770037, 0.15565477, 0.11046273]","('Angry Birds Classic',)","('Angry Birds Classic',)"
880,28295.0,토킹톰 골드런, 오우!! 토킹 톰 골드는 넘나 재미있어요~~♥,"[0.10038363, 0.1753701, 0.13612607, 0.11258319, 0.18161932, 0.16849114, 0.12542658]","('Age of Civilizations II',)","('Age of Civilizations II',)"
881,28296.0,토킹톰 골드런, 아기들 오락인 줄 알았는데 겁나 어렵네ㅠㅠ,"[0.110172845, 0.1488966, 0.167007, 0.10252662, 0.19371314, 0.1621426, 0.11554121]","('Block Puzzle',)","('Block Puzzle',)"
882,28297.0,토킹톰 골드런, 왕 최고 최고 완전 최고 내가 좋아하는 톰 골드는 내가 제일 좋아하는 게임은 톰 골드는,"[0.10878727, 0.1505196, 0.14677861, 0.101707585, 0.21508403, 0.16185576, 0.11526718]","('Angry Birds Classic',)","('Angry Birds Classic',)"
883,28298.0,토킹톰 골드런, 대박 나세요 오늘 처음 해보는데 난 것까지 힘들어하지는 않아요!,"[0.12334347, 0.14528689, 0.16045581, 0.0970993, 0.20769916, 0.15565363, 0.11046178]","('Bubble Shooter',)","('Bubble Shooter',)"
884,28299.0,토킹톰 골드런, 그림이 귀여웠고 또... 안 질리고 재미있어요.,"[0.103920154, 0.16472708, 0.14102852, 0.097105764, 0.20765598, 0.1556612, 0.12990132]","('Age of Civilizations II',)","('Age of Civilizations II',)"
885,28300.0,토킹톰 골드런, 너~무대밋어용,"[0.10390289, 0.164237, 0.14095758, 0.097115174, 0.2077482, 0.17628586, 0.1097533]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
886,28301.0,토킹톰 골드런, 애들이 좀 싸게 살 수 있으면 좋겠네요.😀😍😘,"[0.103912905, 0.1452865, 0.16045415, 0.09709887, 0.22713311, 0.15565312, 0.11046136]","('Age of Civilizations II',)","('Age of Civilizations II',)"
887,28302.0,토킹톰 골드런, 재밌고 하기 쉽네요,"[0.104904726, 0.16264574, 0.16073886, 0.09860228, 0.1864527, 0.15638259, 0.13027312]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
888,28303.0,토킹톰 골드런, 아주 재미있어서 하루 종일 하고 싶어요.,"[0.14559554, 0.14816801, 0.14381833, 0.099025585, 0.19199891, 0.15874076, 0.11265286]","('Block Puzzle',)","('Block Puzzle',)"
889,29076.0,마블킹, 굿~!!,"[0.1059736, 0.1481668, 0.14381693, 0.099024385, 0.19199757, 0.15873964, 0.15228106]","('Age of Civilizations II',)","('Age of Civilizations II',)"
890,29077.0,마블킹, 재미있는 놀이였습니다.,"[0.11103455, 0.15360233, 0.14979626, 0.10381024, 0.19893485, 0.16518025, 0.11764149]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
891,29078.0,마블킹, 200이 끝?? 아쉬워요 300까지 추가해주세요^^,"[0.12733783, 0.14686745, 0.16370668, 0.10026956, 0.19012088, 0.15846945, 0.11322817]","('Cluedo',)","('Cluedo',)"
892,29079.0,마블킹, 변화가 다양하여 재미가 많아요,"[0.1059724, 0.14816602, 0.1438158, 0.13866065, 0.19199638, 0.15873809, 0.11265065]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
893,29080.0,마블킹, 재밌어요 시간 가는 줄 모르는 게임,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Classic',)","('Angry Birds Classic',)"
894,29081.0,마블킹, Good game,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
895,29082.0,마블킹, 굿~,"[0.1291369, 0.15048999, 0.14674124, 0.10167497, 0.19490698, 0.1618164, 0.115233526]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
896,29083.0,마블킹, 재미나요,"[0.10597614, 0.14816894, 0.14381963, 0.0990268, 0.19200025, 0.17854463, 0.13246362]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
897,29084.0,마블킹, 굿,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Cluedo',)","('Cluedo',)"
898,29085.0,마블킹, 좋아하는 게임,"[0.10835383, 0.15136378, 0.1469766, 0.10125282, 0.19613151, 0.18077037, 0.11515109]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
899,29171.0,어메이징 스파이더맨 2, 아니 무슨 알이 20개도 아닌 100개는 심하지 않나요? 그리고 슈트 업그레이드 기능 추가 좀 그리고 거미 폭풍 스킬 쓰다가 자꾸 주먹부터 날아감,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Classic',)","('Angry Birds Classic',)"
900,29172.0,어메이징 스파이더맨 2, 안녕하세요. 유튜브분들이 하시는 걸 보고 결제하면서 플레이해보고 싶었는데 타격감도 좋고 결제해도 아깝지 않은 후회 안 할 게임인 거 같습니다. 정말 영화처럼 잘 만드셨네요. 감사합니다.^^,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
901,29173.0,어메이징 스파이더맨 2, 제가 no 현질로 라이노 깼는데 진짜로 할 게 없어요 최종 보스 깨면 그래서 업데이트될 때까지 방치 게임이 돼요 그래서 기꺼이 7000원 주고 샀는데 열심히 돈 벌고 있는데 더 이상 살 것도 없어서 최종 보스 깬 이후로도 할 수 있는 거 많이 추가해주세요,"[0.10815906, 0.1711076, 0.14677113, 0.101067275, 0.19592659, 0.16199774, 0.11497061]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
902,29174.0,어메이징 스파이더맨 2, 얘들아 ㅋㅋㅋ 진짜 궁금해서 그러는데 다 해놓고 뒤에 재미없다고 환불해 달라는 건 머야 개 웃기네 진짜 ㅋㅋㅋ 자기들 할 건 다 해놓고선 좀 하다 보니 재미없네? 그래서 바꿔 주라 한다곸ㅋ ㅁㅊ. ㅋㅋㅋ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
903,29175.0,어메이징 스파이더맨 2, 흠... 저는 보스를 잡고 그러는 것도 좋지만 약간 놀 수 있는 거 없나요? 뭐 사람(특정) 죽여서 돈을 얻어서 무기를 사는(gta 비슷하게) 그런 모드도 만들어주세요... 플레이 안 하고 환불 되겠지 하고 다운로드했는데 환불 안되는 건 어쩔 수 없으니 이런 사항 좀 받아주세요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
904,29176.0,어메이징 스파이더맨 2, 진짜 재밌다 고 확인 버튼 떠서 눌러도 작동이 되지를 않아요. 돈 받고 게임도 못하게 하는 게 어딨어요.,"[0.090997405, 0.17274712, 0.13930641, 0.11939283, 0.21176882, 0.13543206, 0.13035537]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
905,29177.0,어메이징 스파이더맨 2, 게임 좋고요 세일할 때 빨리 사시고 여 안 좋은 점 있으면 그렇구나.. 하시면 좋고요 악성 댓글 필요 없고요 현질 요구하는 건 맞긴 맛고여 즐겜하세요~~^^,"[0.11164967, 0.16342369, 0.12630725, 0.14093533, 0.20171106, 0.15660429, 0.09936872]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
906,29178.0,어메이징 스파이더맨 2, 와 이런 게임 좋습니다 제가 좋아하는 스파이더맨 스파이더맨으로 게임을 되게 잘 만들었습니다 옛날에는 별로였는데 정말 진화했네요,"[0.10346111, 0.18387501, 0.141578, 0.09679895, 0.18950668, 0.15424417, 0.1305361]","('Angry Birds Rio',)","('Angry Birds Rio',)"
907,29179.0,어메이징 스파이더맨 2, 제가 어메이징 스파이더맨 2 영화 보면서 이거 해봤는데 영회 같은 장면 은 없지만 스파이더맨 시리즈 다 보고 플레이하니까 재밌어요!!!,"[0.10193764, 0.16155751, 0.17646433, 0.09525324, 0.18468204, 0.17174439, 0.10836086]","('Angry Birds Rio',)","('Angry Birds Rio',)"
908,29180.0,어메이징 스파이더맨 2, 랙이 너무 많이 걸리고 보스 잡기가 힘들고 이상하니깐 환불해주세요 게임도 환불하면 지울게요 그리고 저 한 15분 봤게 안 했으니깐 꼭 환불해주세요~그리고 저 갈 깐 거 아니라서 환불 해달라고 하는 거예요 꼭꼭 환불해주세요 그리고 별 5개 해 들릴 거니깐 꼭 환불해주세요~안 하면😭😭,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Block Puzzle',)","('Block Puzzle',)"
909,29706.0,솔리테르, 11월 30일 일일도 전 어떻게 깸?ㅜ,"[0.16263337, 0.13012393, 0.12630883, 0.15656179, 0.16861717, 0.13941273, 0.11634218]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
910,29707.0,솔리테르, 시간 때우기 좋은 추억 게임 특히 별점 주기 전 안내 글씨가 너무 친절해서 귀차니즘을 이겨버림,"[0.101932034, 0.16157906, 0.15739585, 0.11431139, 0.20374016, 0.1526859, 0.10835564]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
911,29708.0,솔리테르, 너무 많은 광고가 귀차니즘,"[0.124433644, 0.13939023, 0.13818456, 0.098028846, 0.18022282, 0.15184288, 0.16789702]","('Bloons TD 5',)","('Bloons TD 5',)"
912,29709.0,솔리테르, 각 기능의 설명을 볼 수 있으면 좋겠어요,"[0.09520649, 0.16723293, 0.12855385, 0.08900453, 0.18850315, 0.17721562, 0.15428345]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
913,29710.0,솔리테르, 에헤헤헤ㅔ헤헤헿헤헤ㅔㅎ헤ㅔㅎ넘모 재미떠여에헤헤헤헤헤헤헤헿ㅎ헿ㅎ헿ㅎㅎㅎㅎ,"[0.10571933, 0.14344199, 0.14107814, 0.09894444, 0.18559627, 0.19420332, 0.13101651]","('Bloons TD 5',)","('Bloons TD 5',)"
914,29711.0,솔리테르, 여느 게임처럼 광고귀찮,"[0.10664663, 0.16728765, 0.14386001, 0.09964577, 0.19107026, 0.15862525, 0.13286445]","('Cluedo',)","('Cluedo',)"
915,29712.0,솔리테르, 너무 재미나요 시간 순삭,"[0.12656069, 0.14751953, 0.14383198, 0.099645436, 0.19106172, 0.17843778, 0.112942874]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
916,29713.0,솔리테르, 시간 순삭입니다 힌트 보기는 따로 없나요..?,"[0.12172243, 0.14192826, 0.13835917, 0.11505234, 0.1838232, 0.15258068, 0.14653392]","('Block Puzzle',)","('Block Puzzle',)"
